title,time,init,link,paraContainKeyword
"Chứng khoán chiều 10/4: VIC, GAS ""đạp"" VN-Index xuống dưới 1200 điểm",10/04/2018 17:59,"Bao nhiêu công sức kéo chỉ số lên ở phiên chiều nay cuối cùng vẫn thất bại. VN-Index đóng cửa tụt xuống 1198,12 điểm...",http://vneconomy.vn/chung-khoan-chieu-10-4-vic-gas-dap-vn-index-xuong-duoi-1200-diem-2018041016441376.htm,"Hai cổ phiếu gây bất lợi nhất lúc đóng cửa là GAS và VIC.  GAS lại là mã đáng tiếc hơn cả. Chốt đợt khớp lệnh liên tục GAS ở 130.000 đồng,  tức là tăng nhẹ so với tham chiếu. Thế nhưng lúc đóng cửa GAS lại bị ép mạnh  thành giảm 0,23%."
Blog chứng khoán: VIC điều chỉnh đến đâu?,10/04/2018 19:25,VIC là cổ phiếu tín hiệu quan trọng nhất đối với các chỉ số khi vẫn chưa có các trụ khác thay thế được...,http://vneconomy.vn/blog-chung-khoan-vic-dieu-chinh-den-dau-20180410164751389.htm,"VIC quay đầu giảm trong khi cổ phiếu ngân hàng lại phân hóa  quá mạnh, các trụ khác không ổn định (ví dụ VNM, GAS) nên chỉ số bị ảnh hưởng.  Điều tệ là chỉ số giảm kéo theo cổ phiếu giảm. Nhà đầu tư chưa kịp mừng khi chỉ  số vượt 1200 điểm do mức tăng quá ít thì lại lo vì thiệt hại quá nhiều khi chỉ  số thủng ngưỡng này."
"Nhận định chứng khoán ngày 11/4: ""Sớm tiếp diễn chiều giá lên""",10/04/2018 21:43,VnEconomy giới thiệu nhận định và khuyến nghị đầu tư của một số công ty chứng khoán về diễn biến thị trường ngày 11/4/2018...,http://vneconomy.vn/nhan-dinh-chung-khoan-ngay-11-4-som-tiep-dien-chieu-gia-len-20180410193226021.htm,"""Áp lực chốt lời ngắn hạn ở nhiều cổ phiếu vốn hóa lớn đã làm suy yếu xu hướng tăng điểm của chỉ số trong những phiên gần đây. Tuy nhiên có thể thấy lực cầu tiềm năng vẫn là tương đối dồi dào, nhất là trong những nhịp điều chỉnh của thị trường, và dòng tiền mới vẫn đang tìm kiếm các cơ hội để giải ngân."
"Chứng khoán sáng 11/4: Trụ lớn lao dốc, VN-Index mất cả mốc 1190 điểm",11/04/2018 12:28,"Khả năng duy trì mốc tâm lý 1200 điểm đang bị nghi ngờ khi thị trường thiếu lực đỡ của hầu hết các cổ phiếu lớn. Chốt phiên sáng nay VN-Index chỉ còn 1189,92 điểm...",http://vneconomy.vn/chung-khoan-sang-11-4-tru-lon-lao-doc-vn-index-mat-ca-moc-1190-diem-20180411120026109.htm,Nhóm cổ phiếu lớn đang tạo áp lực đáng kể lên đà giảm chung  của thị trường. VN-Index đầu phiên vẫn dập dình quanh ngưỡng 1200 điểm nhưng đó  là khi VIC cố gắng xanh. Về cuối phiên không chỉ VIC mà nhiều blue-chips khác bắt  đầu tăng tốc giảm.
"Quý 1/2018, SSI nắm 13,61% thị phần môi giới trên HNX",11/04/2018 14:26,"Trong xếp hạng thị phần môi giới cổ phiếu quý 1/2018 của HNX, 2 công ty chứng khoán dẫn đầu thị phần môi giới là SSI và VNDS...",http://vneconomy.vn/quy-1-2018-ssi-nam-1361-thi-phan-moi-gioi-tren-hnx-20180410165425487.htm,"Theo đó, trong xếp hạng thị phần môi giới cổ phiếu quý 1/2018 của HNX, 2 công ty chứng khoán dẫn đầu thị phần môi giới là SSI và VNDS, trong đó SSI dẫn đầu thị phần môi giới và VNDS đứng thứ nhì trên cả thị trường cổ phiếu niêm yết và UPCoM."
"Sau kiểm toán, Vingroup tăng lãi lên 5.655 tỷ đồng",11/04/2018 16:36,"Sau kiểm toán, lợi nhuận sau thuế của Vingroup tăng thêm 216 tỷ đồng so với báo cáo tự công bố trước đó...",http://vneconomy.vn/sau-kiem-toan-vingroup-tang-lai-len-5655-ty-dong-20180411111120269.htm,"Như vậy, so với báo cáo tự công bố trước đó, lợi nhuận trước thuế và sau thuế của Vingroup tăng thêm lần lượt 199 tỷ đồng và 216 tỷ đồng. Lãi cơ bản trên cổ phiếu lên tới 1.816 đồng."
Sắp đấu giá 371 triệu quyền mua cổ phần Vietnam Airlines,11/04/2018 16:49,"Số lượng này tương ứng quyền mua hơn 57,8 triệu cổ phần Vietnam Airlines...",http://vneconomy.vn/sap-dau-gia-371-trieu-quyen-mua-co-phan-vietnam-airlines-20180411163532008.htm,"Theo đó, số lượng chứng khoán chào bán là  371.533.127 quyền mua cổ phần HVN, thuộc sở hữu của Bộ Giao thông Vận  tải (1 cổ phiếu được hưởng 1 quyền, 100 quyền mua được mua 15,5753 cổ  phần phát hành thêm cho cổ đông hiện hữu để tăng vốn điều lệ)."
Blog chứng khoán: Tín hiệu nguy hiểm cho xu thế tăng,11/04/2018 17:15,Mức giảm hôm nay quá mạnh khiến xu thế tăng có nguy cơ bị bẻ gãy...,http://vneconomy.vn/blog-chung-khoan-tin-hieu-nguy-hiem-cho-xu-the-tang-20180411171150566.htm,Cổ phiếu tín hiệu là VIC đã có một bull-trap rất rõ trong  phiên và tín hiệu nguy hiểm ở cổ phiếu này là giá thụt lùi từ cuối phiên sáng.  Nếu cầu không neo giữ được ở đỉnh cao  như vậy thì chẳng khác gì vẫy chiếc khăn đỏ trước mũi con bò tót. Người cầm cổ  sẽ xả hàng ngay lập tức để bảo toàn lợi nhuận.
"Nhận định chứng khoán ngày 12/4: ""Phục hồi để lấy lại ngưỡng 1.175""",11/04/2018 23:24,VnEconomy giới thiệu nhận định và khuyến nghị đầu tư của một số công ty chứng khoán về diễn biến thị trường ngày 12/4/2018...,http://vneconomy.vn/nhan-dinh-chung-khoan-ngay-12-4-phuc-hoi-de-lay-lai-nguong-1175-20180411211919558.htm,"""Xu hướng tăng điểm đã có phần suy yếu trước áp lực chốt lời ngắn hạn ở nhiều cổ phiếu vốn hóa lớn của nhà đầu tư. Tuy nhiên, chúng tôi cho rằng dòng tiền trên thị trường vẫn là tương đối dồi dào và đang tìm kiếm các cơ hội mới để giải ngân, nhất là trong những nhịp điều chỉnh của thị trường."
"Bất chấp vụ tấn công Syria, chứng khoán châu Á tăng điểm sáng đầu tuần",16/04/2018 10:13,Thị trường chứng khoán toàn cầu ở thời điểm này có vẻ như không chịu ảnh hưởng của cuộc tấn công nhằm vào Syria...,http://vneconomy.vn/bat-chap-vu-tan-cong-syria-chung-khoan-chau-a-tang-diem-sang-dau-tuan-20180416092458556.htm,"Hãng tin CNBC cho biết, tại thị trường Tokyo, chỉ số Nikkei 225 có lúc tăng 0,11%, trong khi chỉ số Topix tăng 0,05%. Nhóm cổ phiếu tài chính của chứng khoán Nhật giảm giá, nhưng nhóm cổ phiếu các công ty sản xuất máy móc chính xác tăng 0,75%."
Chứng khoán Mỹ tăng điểm nhờ triển vọng lợi nhuận khả quan,17/04/2018 07:42,Các nhà đầu tư có vẻ như không còn lo nhiều về vụ không kích do Mỹ dẫn đầu nhằm vào Syria cuối tuần vừa rồi...,http://vneconomy.vn/chung-khoan-my-tang-diem-nho-trien-vong-loi-nhuan-kha-quan-20180417071820524.htm,"Cổ phiếu Netflix tăng khoảng 7% sau khi thị trường đã đóng cửa và chuyển thang giao dịch điện tử. Cú tăng này có được là nhờ báo cáo kết quả kinh doanh khả quan của Netflix, với lượng người đăng ký sử dụng dịch vụ tăng mạnh hơn dự báo. Trong phiên giao dịch chính của ngày thứ Hai, cổ phiếu Netflix đóng cửa với mức giảm 1,2%."
Mỹ cấm doanh nghiệp trong nước bán linh kiện cho công ty  ZTE Trung Quốc,17/04/2018 11:14,Bộ Thương mại Mỹ ngày 16/4 tuyên bố cấm các công ty nước này bán linh kiện cho ZTE trong 7 năm...,http://vneconomy.vn/my-cam-doanh-nghiep-trong-nuoc-ban-linh-kien-cho-cong-ty-zte-trung-quoc-20180417101144622.htm,"Trong phiên giao dịch ngày thứ Hai ở Phố Wall, giá cổ phiếu các công ty Mỹ là nhà cung cấp lớn của ZTE đồng loạt giảm mạnh. Trong đó, giá cổ phiếu Acacia giảm 36%, còn cổ phiếu Oclaro giảm 15,2%."
Kích hoạt dòng chảy vốn đầu tư gián tiếp,12/04/2018 11:25,"Từ ngày 16-20/4, Bộ trưởng Bộ Tài chính Đinh Tiến Dũng sẽ chủ trì hội nghị xúc tiến đầu tư tại Seoul, Hàn Quốc, nhằm kích hoạt dòng chảy vốn đầu tư gián tiếp từ Hàn Quốc vào Việt Nam mạnh hơn và hiệu quả hơn...",http://vneconomy.vn/kich-hoat-dong-chay-von-dau-tu-gian-tiep-20180412101330045.htm,"Trước đó, nhóm quỹ KIM đã trở thành cổ đông  lớn tại Công ty Cổ phần Pin ắc quy miền Nam (tháng 6/2017), Công ty Cổ phần đầu tư thương mại SMC  (tháng 11/2017), CTCP Thép Nam Kim (tháng 1/2018) và nắm giữ nhiều cổ phiếu lớn  như VNM, HPG, GAS, VCB..."
"Sụt theo thế giới, giá vàng trong nước tuột mốc 37 triệu đồng/lượng",13/04/2018 12:08,Giá vàng thế giới sụt mạnh trong phiên giao dịch ngày thứ Năm trong bối cảnh căng thẳng Syria dịu đi...,http://vneconomy.vn/sut-theo-the-gioi-gia-vang-trong-nuoc-tuot-moc-37-trieu-dong-luong-20180413113557214.htm,"Chứng khoán Mỹ đã tăng điểm phiên đêm qua, sau khi giảm mạnh trong phiên ngày thứ Tư. Sự hồi phục của giá cổ phiếu khiến sức hấp dẫn của vàng, với tư cách một tài sản an toàn, giảm đi."
"Lợi nhuận đạt cao, HDBank tính trả cổ tức vượt cam kết",16/04/2018 08:01,HDBank dự kiến sẽ trả cổ tức bằng tiền và cổ phiếu thưởng vượt mức cam kết trước đó...,http://vneconomy.vn/loi-nhuan-dat-cao-hdbank-tinh-tra-co-tuc-vuot-cam-ket-20180416035619121.htm,"Do đó, HDBank quyết định chia cổ tức cho cổ đông tới 35%, bao gồm 15% bằng tiền mặt và 20% bằng cổ phiếu thưởng."
M&A ngân hàng đang có sự chuyển dịch,17/04/2018 10:06,Các định chế tài chính quốc tế lớn bắt đầu tham gia đầu tư vào cổ phiếu của ngân hàng nội...,http://vneconomy.vn/ma-ngan-hang-dang-co-su-chuyen-dich-20180416234015337.htm,"Trong khi đó, chúng ta thấy xu hướng các quỹ đầu tư nước ngoài có nhiều khả năng sẽ tích cực tham gia đầu tư vào những ngân hàng nội có tiềm năng phát triển, quản trị lành mạnh và hệ thống tài chính minh bạch. Các định chế tài chính quốc tế lớn cũng bắt đầu tham gia đầu tư vào cổ phiếu của ngân hàng nội."
"Quý 1, Ngân hàng Quân đội báo lãi trước thuế 1.746 tỷ đồng",17/04/2018 10:29,"Theo báo cáo tài chính quý 1/2018 của MB, doanh thu hoạt động riêng của ngân hàng đạt 3.679 tỷ đồng, đóng góp đến 28% lợi nhuận mục tiêu trong 2018...",http://vneconomy.vn/quy-1-ngan-hang-quan-doi-bao-lai-truoc-thue-1746-ty-dong-2018041710272809.htm,"Trên thị trường chứng khoán, cổ phiếu MBB tăng trưởng liên tục với khối lượng giao dịch bình quân cổ phiếu MBB được duy trì khá tốt, trung bình đạt 7 triệu cổ phiếu/phiên trong năm 2018, gấp 2 lần so với năm 2017."
"Ba ""giấy thông hành"" cho hiện tượng TPBank",18/04/2018 08:47,Một ngân hàng 3 không đã lột xác hoàn toàn đến độ có thể gây hoài nghi về kết quả...,http://vneconomy.vn/ba-giay-thong-hanh-cho-hien-tuong-tpbank-20180418082811978.htm,"Sau khi tái cơ cấu thành công, với chuyển biến mạnh cùng triển vọng kết quả kinh doanh đó, TPBank đưa cổ phiếu chào sàn HOSE ngày 19/4 này. Qua kiểm duyệt của Ngân hàng Nhà nước và Ủy ban Chứng khoán, ông Phú cho rằng, với sự kiện này, TPBank tiếp tục đón ""giấy thông hành"" thứ ba, được cấp từ đánh giá của thị trường và các nhà đầu tư."
Vietcombank được giao nhiệm vụ trở thành ngân hàng số 1 Việt Nam,31/03/2018 18:10,"Tổng bí thư, Thủ tướng và Thống đốc cùng nhấn mạnh mục tiêu Vietcombank trở thành ngân hàng số 1 tại Việt Nam...",http://vneconomy.vn/vietcombank-duoc-giao-nhiem-vu-tro-thanh-ngan-hang-so-1-viet-nam-20180331172204505.htm,"Tính đến cuối tháng 3/2018, quy mô vốn hóa của cổ phiếu Vietcombank đạt mức kỷ lục 270 ngàn tỷ đồng, tăng 4,4 lần so với đầu năm 2013 (61 ngàn tỷ đồng), đưa Vietcombank giữ vị trí số 1 về quy mô vốn hóa trong ngành và nằm trong top 3 doanh nghiệp có quy mô vốn hóa lớn nhất thị trường chứng khoán Việt Nam."
“Vốn hóa TPBank sẽ tăng lên ít nhất 1 tỷ USD sau niêm yết”,04/04/2018 12:03,TPBank dự kiến bán 15% cổ phần cho các nhà đầu tư thông qua phát hành cổ phiếu riêng lẻ và chi trả cổ tức cùng cổ phiếu thưởng với tỉ lệ 28% trong ba tháng cuối năm...,http://vneconomy.vn/von-hoa-tpbank-se-tang-len-it-nhat-1-ty-usd-sau-niem-yet-201804040814305.htm,"Trả lời phỏng vấn Bloomberg, Chủ tịch TPBank, ông Đỗ Minh Phú cho biết, TPBank dự kiến bán 15% cổ phần cho các nhà đầu tư thông qua phát hành cổ phiếu riêng lẻ và chi trả cổ tức cùng cổ phiếu thưởng với tỉ lệ 28% trong ba tháng cuối năm."
"Ông Nguyễn Đức Hưởng nghỉ, lượng lớn cổ phần LienVietPostBank sẽ thế nào?",25/03/2018 16:58,Ông Nguyễn Đức Hưởng và người có liên quan đang sở hữu lượng lớn cổ phần LienVietPostBank...,http://vneconomy.vn/ong-nguyen-duc-huong-nghi-luong-lon-co-phan-lienvietpostbank-se-the-nao-20180325165514789.htm,"Trả lời VnEconomy về câu hỏi trên, ông Hưởng cho biết: ""Dù tôi có bàn giao chức Chủ tịch Hội đồng Quản trị nhưng tôi vẫn là cổ đông lớn, và tiếp tục làm cố vấn cao cấp cho Hội đồng Quản trị LienVietPostBank, nên tuy xa nhưng vẫn gần. Và tôi cũng là nhà đầu tư nên tỷ lệ nắm giữ cổ phiếu có thể trồi, sụt tạm thời, nhưng lâu dài tôi sẽ tiếp tục tăng tỷ lệ sở hữu cổ phần tại LienVietPostBank""."
Giá vàng miếng chạm 37 triệu đồng/lượng,26/03/2018 11:20,"Từ chỗ đắt hơn, vàng miếng SJC sáng nay rẻ hơn vàng thế giới khoảng 50.000 đồng/lượng...",http://vneconomy.vn/gia-vang-mieng-cham-37-trieu-dong-luong-20180326111046635.htm,"Tỷ giá USD so với đồng Yên sáng nay giảm dưới mức 105 Yên/USD, so với mức 106 Yên/USD vào tuần trước. Đồng Yên mạnh lên gây sức ép giảm giá cổ phiếu của các hãng xuất khẩu hàng đầu Nhật Bản như Toyota, Honda, Canon…"
VIB sẽ niêm yết cổ phiếu trên HOSE ngay trong năm 2018,30/03/2018 10:11,"VIB đã tổ chức thành công đại hội đồng cổ đông thường niên năm 2018 với sự tham gia của các cổ đông đại diện cho trên 486 triệu cổ phiếu, chiếm trên 91,7% số cổ phần có quyền biểu quyết của VIB...",http://vneconomy.vn/vib-se-niem-yet-co-phieu-tren-hose-ngay-trong-nam-2018-20180330082240954.htm,"Về phương án phân phối lợi nhuận và trích lập các quỹ năm 2017, đại hội đã thông qua phương án trả cổ tức bằng tiền mặt và chia cổ phiếu thưởng với tỷ lệ lên tới 36%, gồm tỷ lệ chia cổ tức bằng tiền mặt là 5%, tỷ lệ chia cổ phiếu thưởng là 31%. Tỷ lệ này dựa trên phương án tăng vốn 10% theo phương án phát hành riêng lẻ trước khi thực hiện chia cổ phiếu thưởng."
Vụ vỡ đường dây tiền ảo 15.000 tỷ: Các luật sư nói gì?,10/04/2018 16:32,Nhiều luật sư đã lên tiếng sau vụ người dân tố công ty Modern Tech đã lừa đảo chiếm đoạt 15.000 tỷ đồng bằng hình thức huy động vốn qua phát hành tiền ảo...,http://vneconomy.vn/vu-vo-duong-day-tien-ao-15000-ty-cac-luat-su-noi-gi-20180410101546827.htm,"Để hoạt động lĩnh vực này thì công ty phải đăng ký hoạt động đúng ngành nghề đăng ký ngành nghề về tài chính, huy động vốn… Hiện chưa rõ Modern Tech có chức năng kinh doanh về tài chính và huy động vốn hay không vì đây là những ngành nghề đòi hỏi những điều kiện nhất định. Công ty này thay vì phát hành cổ phiếu, Modern Tech lại phát hành ra đồng tiền số này để huy động vốn nhằm tránh việc kiểm tra từ Ủy ban Chứng khoán Nhà nước. Như vậy đã là vi phạm pháp luật Việt Nam."
Vụ vỡ đường dây tiền ảo 15.000 tỷ: Vì sao người nổi tiếng bị lôi vào cuộc?,10/04/2018 23:08,"Ca sĩ Lệ Quyên khẳng định chưa bao giờ có bất kỳ một hợp đồng, thỏa thuận nào với công ty Modern Tech...",http://vneconomy.vn/vu-vo-duong-day-tien-ao-15000-ty-vi-sao-nguoi-noi-tieng-bi-loi-vao-cuoc-20180410112831471.htm,"Dự án iFan yêu cầu nhà đầu tư phải mua lượng token (tương tự như cổ phiếu, nhưng ở dạng chuỗi mã kỹ thuật số), số lượng tối thiểu 1.000 USD, cam kết lãi suất lên tới 48%/tháng, tương ứng với mức lãi siêu khủng là 576%/năm. "
"12 dự án yếu kém ngành công thương vẫn đình trệ, thua lỗ",12/04/2018 06:14,"Chính phủ đánh giá kết quả thực hành tiết kiệm, chống lãng phí trong năm 2017...",http://vneconomy.vn/12-du-an-yeu-kem-nganh-cong-thuong-van-dinh-tre-thua-lo-20180411200557345.htm,"Theo đánh giá của Chính phủ thì công tác thoái vốn nhà nước được triển khai thực hiện với nhiều chính sách, giải pháp mang tính đột phá như tăng cường công khai minh bạch, để thị trường định giá cổ phiếu, đã góp phần hạn chế thất thoát, lãng phí vốn, đảm bảo lợi ích cho Nhà nước. Tổng thu từ cổ phần hóa doanh nghiệp Nhà nước, thoái vốn nhà nước nộp vào ngân sách năm 2017 là trên 144.577 tỷ đồng, gấp 2,41 lần so với chỉ tiêu Quốc hội giao."
"Vốn hóa khổng lồ, nhưng Apple lại rất hiếm tỷ phú",12/04/2018 10:37,Sự khan hiếm tỷ phú ở Apple phần nào phản ánh lịch sử không mấy êm ái của Steve Jobs ở công ty này...,http://vneconomy.vn/von-hoa-khong-lo-nhung-apple-lai-rat-hiem-ty-phu-20180412094847342.htm,"Chủ tịch Hội đồng Quản trị Apple, ông Art Levinson,  là tỷ phú duy nhất hiện nay làm việc trong công ty này. Mặc dù vậy, cổ phiếu Apple chỉ chiếm khoảng 20% trong khối tài sản 1 tỷ USD của ông Levinson, và phần còn lại của tài sản này là thành quả của thời gian dài ông làm việc ở Genentech trên cương vị Chủ tịch kiêm Giám đốc điều hành (CEO). Ông Levinson cũng là một trong những cổ đông đời đầu của công cụ tìm kiếm Google."
Mai Linh miền Bắc thoát lỗ ngoạn mục nhờ thanh lý tài sản,12/04/2018 16:34,"Trong bối cảnh chịu sự cạnh tranh quyết liệt từ Uber và Grab, khoản tiền thanh lý tài sản cố định và thu nhập khác trở thành ""cứu tinh"" của Mai Linh Miền Bắc...",http://vneconomy.vn/mai-linh-mien-bac-thoat-lo-ngoan-muc-nho-thanh-ly-tai-san-20180411094634821.htm,"Mai Linh Miền Bắc đang sở hữu 16 công ty con hoạt động từ Hà Tĩnh trở ra khu vực phía bắc. Công ty chính thức niêm yết trên sàn UPCoM từ cuối tháng 8 năm ngoái với giá tham chiếu phiên giao dịch đầu tiên là 11.500 đồng. Thị giá MLN đã giảm gần 4 lần, hiện chỉ có giá 2.300 đồng/cổ phiếu."
"Chứng khoán sáng 12/4: Ngưng bán tháo, thị trường phục hồi",12/04/2018 12:02,Những nhà đầu tư muốn bán vẫn có thể được đáp ứng vì cầu tiếp tục bắt đáy lớn...,http://vneconomy.vn/chung-khoan-sang-12-4-ngung-ban-thao-thi-truong-phuc-hoi-20180412115716889.htm,"Trong bối cảnh thị trường rất yếu về tâm lý và hành động bán  tháo tạo mức giảm lớn ở cổ phiếu ngày hôm qua, thị trường giao dịch chậm lại và  thanh khoản giảm cũng là điều tích cực. Những nhà đầu tư muốn bán vẫn có thể được  đáp ứng vì cầu tiếp tục bắt đáy lớn."
"Chứng khoán chiều 12/4: Blue-chips trụ vững, VN-Index vượt 1170 điểm",12/04/2018 17:11,Diễn biến phiên chiều nay khá kịch tính khi lại có thêm một đợt xả mới đẩy các chỉ số lao dốc khá nhanh...,http://vneconomy.vn/chung-khoan-chieu-12-4-blue-chips-tru-vung-vn-index-vuot-1170-diem-2018041217070117.htm,Biến động nguy hiểm giữa phiên chiều nay xuất phát từ một nhịp  giảm khá đột ngột của nhiều cổ phiếu lớn. Đáng kể nhất là ROS đột nhiên lại giảm  gần sàn. VIC rơi mạnh từ 127.300 đồng xuống 125.000 đồng. VNM tụt từ 196.600 đồng  xuống 195.900 đồng. Đặc biệt là cả nhóm ngân hàng biến động rất xấu trong nhịp  này.
"Nhận định chứng khoán ngày 13/4: ""Dự phòng áp lực bán tái diễn""",12/04/2018 22:58,VnEconomy giới thiệu nhận định và khuyến nghị đầu tư của một số công ty chứng khoán về diễn biến thị trường ngày 13/4/2018...,http://vneconomy.vn/nhan-dinh-chung-khoan-ngay-13-4-du-phong-ap-luc-ban-tai-dien-20180412211347079.htm,"""Các cổ phiếu trụ giảm sâu trong ngày hôm qua như SSI, VIC, MSN đã tăng điểm trong những phút cuối phiên đã giúp chỉ số VN-Index hồi phục gần 6 điểm, quay trở lại mốc 1,170 điểm. Tuy nhiên, VN-Index chưa thực sự thể hiện xu hướng ngắn hạn thanh khoản thị trường thấp và chỉ số đóng cửa dưới SMA( 20). "
ROS: Lợi nhuận sau kiểm toán năm 2017 vượt 44% kế hoạch,13/04/2018 10:08,"Kết quả này có được là nhờ công ty mở rộng quy mô, ký được nhiều hợp đồng thi công giá trị lớn, đồng thời tái cơ cấu các khoản đầu tư...",http://vneconomy.vn/ros-loi-nhuan-sau-kiem-toan-nam-2017-vuot-44-ke-hoach-20180413100628214.htm,"Với kết quả kinh doanh như vậy, công ty dự kiến chi trả cổ tức bằng cổ phiếu với tỷ lệ 20%, thời gian dự kiến trong quý 2 hoặc 3 năm 2018."
Không thể tổ chức phiên đấu giá cổ phần VTVCab,13/04/2018 10:25,Đến hết thời hạn đăng ký và đặt cọc là 15 giờ 30 ngày 10/04/2018 chỉ có một nhà đầu tư đăng ký tham dự đấu giá bán cổ phần của VTVCab...,http://vneconomy.vn/khong-the-to-chuc-phien-dau-gia-co-phan-vtvcab-20180412193729371.htm,"Theo kế hoạch cổ phần hoá, VTVcab có vốn điều lệ 884 tỷ đồng, tương ứng với 88,4 triệu cổ phần. Như vậy, ""ông lớn"" truyền hình này được định giá lên tới 12.455 tỷ đồng. Theo phương án cổ phần hóa của VTVcab, Nhà nước vẫn nắm giữ hơn 45 triệu cổ phiếu, tương ứng 51% vốn; IPO hơn 42 triệu cổ phiếu, chiếm 47,84%; bán cho cán bộ nhân viên là hơn 1 triệu cổ phiếu, tương ứng 1,16% vốn."
"Chứng khoán sáng 13/4: Thứ Sáu ""đen đủi""?",13/04/2018 12:05,"Áp lực bán có phần gia tăng về cuối phiên sáng nay, đẩy các chỉ số rơi trở lại vùng giá đỏ. VIC quá đơn độc để có thể hỗ trợ thị trường...",http://vneconomy.vn/chung-khoan-sang-13-4-thu-sau-den-dui-20180413115750904.htm,"Chỉ số Vn30-Index phải đến phút cuối phiên sáng mới đỏ, đang  giảm nhẹ 0,03% so với tham chiếu. Tuy vậy không có nhiều cổ phiếu tăng giá  trong khi số giảm bao gồm nhiều nhóm vốn hóa lớn. Độ rộng của rổ này chỉ là 8  mã tăng/21 mã giảm."
Warren Buffett từng khuyên sinh viên không vay nợ như Donald Trump,13/04/2018 12:09,“Tôi đã chứng kiến nhiều người thất bại vì rượu chè và dùng đòn bẩy nợ. Ông Donald Trump thất bại vì đòn bẩy nợ”...,http://vneconomy.vn/warren-buffett-tung-khuyen-sinh-vien-khong-vay-no-nhu-donald-trump-20180413101154496.htm,"Trong lá thư thường niên gửi cổ đông Berkshire vào năm 2017, ông Buffett nhắc lại sự nguy hiểm của đòn bẩy nợ và khuyên nhà đầu tư không nên vay tiền để mua cổ phiếu."
Lợi nhuận sau thuế của Thaco giảm mạnh,13/04/2018 14:20,"Ngoài lĩnh vực xe, Cổ phần Ôtô Trường Hải (Thaco) còn là ""đại gia"" bất động sản tại Tp.HCM...",http://vneconomy.vn/loi-nhuan-sau-thue-cua-thaco-giam-manh-20180413134418654.htm,"Giá vốn bán hàng cao cùng với chi phí bán hàng, quản lý doanh nghiệp khiến lợi nhuận sau thuế của Thaco giảm mạnh 37,4% tương ứng giảm gần 4.000 tỷ đồng xuống mức 5.000 tỷ đồng. Lợi nhuận lao dốc khiến lãi cơ bản trên cổ phiếu xuống còn 2.957 đồng, thấp hơn mức 4.784 đồng của năm 2016."
"Chứng khoán chiều 13/4: Ngân hàng, dầu khí ""vỡ trận""",13/04/2018 17:55,"Đại đa số blue-chips chiều nay tan tác, trong đó các mã dầu khí, ngân hàng giảm cực mạnh...",http://vneconomy.vn/chung-khoan-chieu-13-4-ngan-hang-dau-khi-vo-tran-20180413165604541.htm,Chiều nay dàn blue-chips đa số là yếu đi. Rổ VN30 ghi nhận tới  20 cổ phiếu tụt giá so với phiên sáng. Trong đó cổ phiếu ngân hàng giảm thảm hại  nhất.
"Chuyển hồ sơ sang Viện kiểm sát vụ đưa ""cổ phiếu ma"" MTM lên sàn",13/04/2018 15:18,"Ngày 11/4/2018, Bộ Công an đã kết luận điều tra bổ sung, chuyển hồ sơ vụ án đến Viện Kiểm sát nhân dân Tối cao đề nghị truy tố các bị can theo quy định của pháp luật...",http://vneconomy.vn/chuyen-ho-so-sang-vien-kiem-sat-vu-dua-co-phieu-ma-mtm-len-san-20180413121549357.htm,"Theo đó, kết quả điều tra xác định: Các bị can đã làm giả chứng từ, hồ sơ kế toán, hồ sơ công ty đại chúng của Công ty Cổ phần Mỏ và Xuất nhập khẩu Khoáng sản Miền Trung; lập khống hồ sơ đăng ký giao dịch; tạo cung cầu giả tạo để bán cổ phiếu MTM trên thị trường UpCoM, lừa đảo chiếm đoạt tiền của các nhà đầu tư cổ phiếu."
Ông Võ Thanh Hà bị đề xuất đưa ra khỏi Hội đồng quản trị Sabeco,14/04/2018 10:06,Tài liệu họp Đại hội cổ đông bất thường của Sabeco đưa ra đề xuất miễn nhiệm chức danh thành viên Hội đồng quản trị của ông Võ Thanh Hà...,http://vneconomy.vn/ong-vo-thanh-ha-bi-de-xuat-dua-ra-khoi-hoi-dong-quan-tri-sabeco-20180414082740368.htm,"Vietnam Beverage tỏ ra khá sốt ruột với tình hình của Sabeco thời gian gần đây khi giá cổ phiếu giảm sâu (giá đấu giá 320.000 đồng/cổ phiếu nhưng hiện nay chỉ còn 227.000 đồng/cổ phiếu) cùng với bê bối được kiểm toán chỉ ra, nợ ngân sách hơn 2.400 tỷ đồng. Có lẽ vì lý do đó mà Vietnam Beverage khá sốt sắng trong việc đưa người của mình vào Hội đồng quản trị Sabeco."
"Chịu nhiều sức ép, chứng khoán Mỹ vẫn tăng điểm tuần này",14/04/2018 09:31,"Thị trường chứng khoán Mỹ giảm điểm trong phiên giao dịch ngày thứ Sáu, nhưng vẫn tăng điểm trong tuần...",http://vneconomy.vn/chiu-nhieu-suc-ep-chung-khoan-my-van-tang-diem-tuan-nay-20180414081359759.htm,"Hãng tin Reuters cho biết, nhóm cổ phiếu ngân hàng thuộc chỉ số S&P 500 giảm 2,6%, trong khi các cổ phiếu tài chính nói chung thuộc nhóm này mất 1,6% - mức giảm mạnh nhất trong số 11 nhóm cổ phiếu ngành chính của S&P 500."
