title,time,init,link
Chứng khoán chiều 16/4: Khởi nghĩa thất bại,16/04/2018 16:49,Thị trường bất ngờ tăng rực lên trong khoảng 50 phút đầu phiên chiều nay nhưng sau đó lại rơi mạnh xuống...,http://vneconomy.vn/chung-khoan-chieu-16-4-khoi-nghia-that-bai-20180416164716556.htm
Hanosimex lên sàn UpCom với giá 15.800 đồng/cổ phiếu,16/04/2018 14:14,"20,5 triệu cổ phiếu của Hanosimex chính thức giao dịch trên UpCOM với mã chứng khoán HSM vào ngày 19/4 tới...",http://vneconomy.vn/hanosimex-len-san-upcom-voi-gia-15800-dong-co-phieu-2018041516451957.htm
"HOSE loại bỏ cổ phiếu VHG thuộc VNSmall và VNAllshare, VNX Allshare",16/04/2018 14:00,HOSE thông báo cổ phiếu VHG của Công ty Cổ phần Đầu tư Cao su Quảng Nam bị loại bỏ khỏi rổ chỉ số VNSmall và VNAllshare từ ngày 19/4/2018...,http://vneconomy.vn/hose-loai-bo-co-phieu-vhg-thuoc-vnsmall-va-vnallshare-vnx-allshare-20180416135111306.htm
"Cho khách mua khi không đủ tiền, SHS bị phạt 250 triệu",16/04/2018 13:13,Ủy ban Chứng khoán Nhà nước đã ban hành quyết định về việc xử phạt vi phạm hành chính trong lĩnh vực chứng khoán và thị trường chứng khoán đối với SHS...,http://vneconomy.vn/cho-khach-mua-khi-khong-du-tien-shs-bi-phat-250-trieu-20180416124045415.htm
"Chứng khoán sáng 16/4: Trụ quá yếu, VN-Index không giữ được 1150 điểm",16/04/2018 12:28,Áp lực bán giá thấp duy trì trọn phiên sáng đẩy đa số cổ phiếu giảm và thanh khoản rất đuối. Hầu như chỉ có MSN và SAB là cố gắng nâng đỡ chỉ số...,http://vneconomy.vn/chung-khoan-sang-16-4-tru-qua-yeu-vn-index-khong-giu-duoc-1150-diem-20180416120150119.htm
"Tạo cung cầu giả cổ phiếu SGO, một nhà đầu tư bị phạt 550 triệu",15/04/2018 22:10,"Từ ngày 16/12/2015 đến 15/7/2016, ông Đức Minh Đạo đã sử dụng 15 tài khoản liên tục mua, bán thao túng cổ phiếu SGO...",http://vneconomy.vn/tao-cung-cau-gia-co-phieu-sgo-mot-nha-dau-tu-bi-phat-550-trieu-20180413181334119.htm
"Luật thuế tài sản bị phản ứng, Bộ Tài chính lên tiếng",18/04/2018 11:06,Bộ Tài chính cho biết sẽ ghi nhận các ý kiến tham gia để hoàn thiện hồ sơ dự án Luật Thuế tài sản...,http://vneconomy.vn/luat-thue-tai-san-bi-phan-ung-bo-tai-chinh-len-tieng-20180418000238244.htm
Condotel - tiến độ dự án đảm bảo lợi nhuận cho nhà đầu tư,18/04/2018 11:02,Tập đoàn CEO cũng đang chứng tỏ ưu thế với hàng loạt dự án bất động sản nghỉ dưỡng quy mô lớn nhưng luôn đảm bảo tiến độ và chất lượng...,http://vneconomy.vn/condotel-tien-do-du-an-dam-bao-loi-nhuan-cho-nha-dau-tu-20180418091810792.htm
Căn hộ bảo vệ sức khỏe tại Nam Sài Gòn,18/04/2018 10:49,Nhiều dự án nhà ở và căn hộ tiêu chuẩn xanh ra đời và nhanh chóng được khách hàng đón nhận...,http://vneconomy.vn/can-ho-bao-ve-suc-khoe-tai-nam-sai-gon-20180418104659372.htm
"D’. El Dorado I thi công đạt tiến độ, chính thức ký hợp đồng mua bán",18/04/2018 08:00,D'. El Dorado I là một trong số ít dự án nhận được sự quan tâm lớn của thị trường trong thời gian vừa qua...,http://vneconomy.vn/d-el-dorado-i-thi-cong-dat-tien-do-chinh-thuc-ky-hop-dong-mua-ban-20180417103349605.htm
Sun Group công bố ưu đãi hấp dẫn cho shophouse Sun Plaza Grand World,17/04/2018 17:21,Các nhà đầu tư có thể sở hữu shophouse 5 sao tại trung tâm thành phố Hạ Long với số vốn ban đầu chỉ từ 3 tỷ đồng...,http://vneconomy.vn/sun-group-cong-bo-uu-dai-hap-dan-cho-shophouse-sun-plaza-grand-world-20180417172145869.htm
Thủ tướng chưa xem xét đề nghị xây dựng dự án Luật thuế tài sản,17/04/2018 17:13,"Chính phủ, Thủ tướng Chính phủ chưa xem xét, cho ý kiến đối với đề nghị xây dựng dự án Luật thuế tài sản của Bộ Tài chính...",http://vneconomy.vn/thu-tuong-chua-xem-xet-de-nghi-xay-dung-du-an-luat-thue-tai-san-20180417170356761.htm
"Đề xuất đánh thuế tài sản: Dân Hà Nội, Tp.HCM phải đóng tới cả trăm triệu/năm",17/04/2018 15:30,Bộ Tài chính vừa công bố Dự thảo tờ trình gửi Chính phủ về đề nghị xây dựng dự án Luật Thuế tài sản...,http://vneconomy.vn/de-xuat-danh-thue-tai-san-dan-ha-noi-tphcm-phai-dong-toi-ca-tram-trieu-nam-20180417153029684.htm
Hà Nội triển khai hệ thống giảm sát hải quan tự động tại Nội Bài,16/04/2018 20:31,"Sau hơn 5 tháng thí điểm thực hiện, hệ thống đã chính thức đưa vào hoạt động...",http://vneconomy.vn/ha-noi-trien-khai-he-thong-giam-sat-hai-quan-tu-dong-tai-noi-bai-20180416184851509.htm
"""Miếng bánh"" 20 tỷ USD và cách để du khách nâng chi tiêu lên 1.080 USD/người",16/04/2018 19:30,Hội đồng tư vấn Du lịch kiến nghị cần phải tìm cách tăng chi tiêu trực tiếp bình quân khách du lịch từ 860 USD/người (năm 2016) lên mức 1.080 USD/người...,http://vneconomy.vn/mieng-banh-20-ty-usd-va-cach-de-du-khach-nang-chi-tieu-len-1080-usd-nguoi-20180416183942886.htm
Doanh nghiệp Việt - Hàn tìm đường bén duyên,16/04/2018 15:06,"Thị trường trong nước ngày càng chật hẹp, nhiều doanh nghiệp Việt nhận thấy ""ra nước ngoài"" không chỉ là cơ hội mà còn là con đường sống còn...",http://vneconomy.vn/doanh-nghiep-viet-han-tim-duong-ben-duyen-20180416102052401.htm
"Hơn 4000 vụ vi phạm một tuần: Nóng thuốc ung thư ""bột than tre""",16/04/2018 08:29,Cục Quản lý thị trường đã phát hiện xử lý 4.015 vụ vi phạm trong một tuần làm việc...,http://vneconomy.vn/hon-4000-vu-vi-pham-mot-tuan-nong-thuoc-ung-thu-bot-than-tre-20180414084558023.htm
"Thiếu than, ngành xi măng cần tính toán lại",12/04/2018 10:20,Than sản xuất trong nước không đủ để cung cấp cho ngành công nghiệp xi măng trong giai đoạn đến năm 2030...,http://vneconomy.vn/thieu-than-nganh-xi-mang-can-tinh-toan-lai-20180411152828002.htm
Giá dầu lập đỉnh mới do xung đột ở Trung Đông,12/04/2018 08:53,Giá dầu thế giới đã thiết lập những mức đỉnh mới trong phiên giao dịch ngày thứ Tư do căng thẳng địa chính trị...,http://vneconomy.vn/gia-dau-lap-dinh-moi-do-xung-dot-o-trung-dong-20180412083111542.htm
"Tăng thuế xăng dầu: “Nếu minh bạch, bao nhiêu dân cũng đóng”",12/04/2018 00:49,"""Nếu chứng minh được việc tăng thuế bảo vệ môi trường với xăng dầu là để phục vụ lại cho người dân, đảm bảo được sự minh bạch trong thu chi thì tăng bao nhiêu cũng chấp nhận""...",http://vneconomy.vn/tang-thue-xang-dau-neu-minh-bach-bao-nhieu-dan-cung-dong-20180412004955232.htm
Thu hút FDI nhìn từ vai trò của hệ thống truyền tải điện quốc gia,11/04/2018 10:34,"Trong những năm gần đây, đầu tư nước ngoài vào Việt Nam liên tục tăng nhanh, nhiều khu công nghiệp có quy mô lớn, yêu cầu cung cấp điện tăng cao...",http://vneconomy.vn/thu-hut-fdi-nhin-tu-vai-tro-cua-he-thong-truyen-tai-dien-quoc-gia-20180411102517357.htm
"Chính phủ quyết cắt giảm đến 50% xe công, 100% kinh phí khởi công, khánh thành",12/04/2018 10:14,"Chính phủ đặt chỉ tiêu cắt giảm 100% việc tổ chức lễ động thổ, lễ khởi công, khánh thành các công trình xây dựng cơ bản, trừ các công trình quan trọng quốc gia...",http://vneconomy.vn/chinh-phu-quyet-cat-giam-den-50-xe-cong-100-kinh-phi-khoi-cong-khanh-thanh-20180412085040604.htm
Ngân hàng Nhà nước không thừa nhận tiền ảo,12/04/2018 10:01,Ngân hàng Nhà nước cho rằng Bitcoin và các loại tiền ảo tương tự khác không phải là tiền tệ và phương thức thanh toán hợp pháp tại Việt Nam...,http://vneconomy.vn/ngan-hang-nha-nuoc-khong-thua-nhan-tien-ao-20180412065601871.htm
Chỉ đích danh những cơ quan không nghiêm túc báo cáo về chống lãng phí,12/04/2018 09:03,"Nhiều cơ quan, tỉnh thành chưa gửi báo cáo, thậm chí có nơi gửi nhầm báo cáo của năm 2016...",http://vneconomy.vn/chi-dich-danh-nhung-co-quan-khong-nghiem-tuc-bao-cao-ve-chong-lang-phi-20180412081044057.htm
"12 dự án yếu kém ngành công thương vẫn đình trệ, thua lỗ",12/04/2018 06:14,"Chính phủ đánh giá kết quả thực hành tiết kiệm, chống lãng phí trong năm 2017...",http://vneconomy.vn/12-du-an-yeu-kem-nganh-cong-thuong-van-dinh-tre-thua-lo-20180411200557345.htm
"Chuyên gia khen Hà Nội không vay ODA, huy động tư nhân làm đường sắt",12/04/2018 00:21,"Giới chuyên gia nhận định việc Hà Nội thay đổi tư duy vay vốn ODA, chuyển sang kêu gọi đầu tư tư nhân trong nước làm đường sắt là tư duy mới, cần nhân rộng...",http://vneconomy.vn/chuyen-gia-khen-ha-noi-khong-vay-oda-huy-dong-tu-nhan-lam-duong-sat-20180411152440096.htm
Thủ tướng yêu cầu loạt bộ ngành cùng quản chặt tiền ảo,11/04/2018 23:35,Thủ tướng yêu cầu tăng cường quản lý các hoạt động liên quan tới Bitcoin và các loại tiền ảo tương tự khác...,http://vneconomy.vn/thu-tuong-yeu-cau-loat-bo-nganh-cung-quan-chat-tien-ao-201804111747057.htm
Yêu cầu 6 bộ vào cuộc xử lý vụ lừa tiền ảo hơn 15.000 tỷ,11/04/2018 23:28,Bộ Công an cùng với 5 bộ ngành khác được yêu cầu vào cuộc làm rõ vụ lừa tiền ảo hơn 15.000 tỷ tại Tp.HCM...,http://vneconomy.vn/yeu-cau-6-bo-vao-cuoc-xu-ly-vu-lua-tien-ao-hon-15000-ty-20180411223122962.htm
Tp.HCM giao công an xác minh vụ vỡ đường dây tiền ảo 15.000 tỷ,11/04/2018 16:42,"Công an Tp.HCM phối hợp với các đơn vị liên quan kiểm tra, xác minh vụ việc liên quan đến đường dây tiền ảo đa cấp...",http://vneconomy.vn/tphcm-giao-cong-an-xac-minh-vu-vo-duong-day-tien-ao-15000-ty-20180411144926328.htm
"""Chống tham nhũng nhưng đừng để tiền ""chạy"" ra nước ngoài""",11/04/2018 11:27,"Còn nhiều băn khoăn về quy định xử lý tài sản, thu nhập thực tế lớn hơn tài sản, thu nhập đã kê khai hoặc không giải trình được một cách hợp lý...",http://vneconomy.vn/chong-tham-nhung-nhung-dung-de-tien-chay-ra-nuoc-ngoai-20180411105524465.htm
Đánh thuế nhà trên 700 triệu: Nhà bạn đang ở phải đóng bao tiền thuế?,16/04/2018 14:24,"Theo cách tính thuế của Bộ Tài chính, có hàng triệu gia đình tại Việt Nam, đặc biệt tại các đô thị sẽ phải nặng gánh hơn bởi thuế tài sản với đất và với nhà ở...",http://vneconomy.vn/danh-thue-nha-tren-700-trieu-nha-ban-dang-o-phai-dong-bao-tien-thue-20180416130615572.htm
"HoREA: Đánh thuế tài sản nhà 700 triệu khiến ""thuế chồng thuế""",16/04/2018 13:25,Hiệp hội Bất động sản Tp.HCM cho rằng Luật Thuế tài sản nếu được ban hành sẽ xảy ra tình trạng thuế chồng thuế...,http://vneconomy.vn/horea-danh-thue-tai-san-nha-700-trieu-khien-thue-chong-thue-20180416130818807.htm
Dự án tỷ “đô” đổ bộ Quảng Bình,16/04/2018 11:05,Lần đầu ra mắt FLC Quảng Bình đã thu hút sự tham dự của các đại lý phân phối kinh doanh bất động sản trên toàn quốc cùng gần 1.000 khách hàng và nhà đầu tư...,http://vneconomy.vn/du-an-ty-do-do-bo-quang-binh-20180416110030447.htm
Hơn 60 đại lý tại miền Nam tìm kiếm cơ hội hợp tác cùng Tập đoàn FLC,16/04/2018 09:50,"Đây là sự kiện đánh dấu chiến lược Nam tiến quy mô, bài bản và toàn diện của Tập đoàn FLC...",http://vneconomy.vn/hon-60-dai-ly-tai-mien-nam-tim-kiem-co-hoi-hop-tac-cung-tap-doan-flc-2018041609481729.htm
Flamingo Đại Lải Resort giành giải dự án bất động sản nghỉ dưỡng tốt nhất,16/04/2018 09:36,Chiến lược phát triển chuyên nghiệp của Tập đoàn Flamingo đã đưa Flamingo Đại Lải Resort giành vị trí dự án bất động sản nghỉ dưỡng tốt nhất ...,http://vneconomy.vn/flamingo-dai-lai-resort-gianh-giai-du-an-bat-dong-san-nghi-duong-tot-nhat-20180416082746743.htm
Đánh thuế nhà trên 700 triệu: Nhà có giá trị lớn sẽ phải nộp thuế rất cao,15/04/2018 22:06,"Đại diện Bộ Tài chính cho biết, nhiều nhà ở vị trí đắc địa thì phải nộp thuế rất cao vì đắc địa thì bản thân đất đã sinh lời lớn...",http://vneconomy.vn/danh-thue-nha-tren-700-trieu-nha-co-gia-tri-lon-se-phai-nop-thue-rat-cao-20180414162142385.htm
Hải Phát Land lọt Top 3 sàn giao dịch bất động sản xuất sắc,15/04/2018 15:42,Hải Phát Land vừa lọt vào Top 3 sàn giao dịch bất động sản xuất sắc nhất tại lễ trao giải bất động sản Việt Nam 2018...,http://vneconomy.vn/hai-phat-land-lot-top-3-san-giao-dich-bat-dong-san-xuat-sac-20180415112956213.htm
Bất động sản nghỉ dưỡng Phú Quốc tiếp tục hút nhà đầu tư,13/04/2018 09:19,"Dù ""sinh sau đẻ muộn"" nhưng Phú Quốc có những lợi thế riêng cộng lực cùng chính sách phát triển trở thành đặc khu đã tạo nên cú huých mạnh mẽ cho bất động sản Phú Quốc...",http://vneconomy.vn/bat-dong-san-nghi-duong-phu-quoc-tiep-tuc-hut-nha-dau-tu-20180413091957559.htm
Mua nhà chung cư cần lưu ý những gì?,13/04/2018 08:45,"Dù mua nhà để ở hay để đầu tư, giá bán thường là thông tin đầu tiên mà người mua tìm hiểu...",http://vneconomy.vn/mua-nha-chung-cu-can-luu-y-nhung-gi-20180413080923291.htm
Chuyển dịch lớn của Viettel cùng nhiệm kỳ công đoàn mới,11/04/2018 16:09,"Những thành quả dễ thấy nhất là nhiều năm liên tiếp, Viettel là doanh nghiệp có lợi nhuận và nộp thuế lớn nhất Việt Nam...",http://vneconomy.vn/chuyen-dich-lon-cua-viettel-cung-nhiem-ky-cong-doan-moi-20180411154742581.htm
9 nguyên tắc làm giàu của tỷ phú Warren Buffett,10/04/2018 21:53,Không bao giờ vay mượn đề đầu tư và biết khi nào nên từ bỏ là những nguyên tắc của huyền thoại đầu tư Warren Buffett...,http://vneconomy.vn/9-nguyen-tac-lam-giau-cua-ty-phu-warren-buffett-20180409201637791.htm
Hơn 200 ý tưởng kinh doanh dự thi VietChallenge 2018,10/04/2018 16:16,"VietChallenge - cuộc thi khởi nghiệp thường niên dành cho người Việt trên toàn thế giới, đã nhận được hơn 200 hồ sơ dự thi từ 17 quốc gia và vùng lãnh thổ...",http://vneconomy.vn/hon-200-y-tuong-kinh-doanh-du-thi-vietchallenge-2018-20180410132901768.htm
"Jack Ma: Không nên ""giết"" Facebook vì bê bối bảo mật",10/04/2018 15:52,Jack Ma cho rằng những vấn đề mà Facebook không lường trước đã xảy đến và nguyên nhân là sự tăng trưởng nhanh chưa từng thấy của mạng xã hội này...,http://vneconomy.vn/jack-ma-khong-nen-giet-facebook-vi-be-boi-bao-mat-20180410135724492.htm
"Bầu Hiển: Làm ông chủ mệt, nhưng sướng",10/04/2018 08:16,Chủ tịch T&T Group chia sẻ về kế hoạch đầu tư và chiến lược phát triển của tập đoàn này với một số dự án lớn tại Hà Nội...,http://vneconomy.vn/bau-hien-lam-ong-chu-met-nhung-suong-20180409230738461.htm
Thói quen xấu tỷ phú Bill Gates thừa nhận đã từ bỏ để thành công,08/04/2018 10:45,"Bill Gates cho biết hình tượng thời đi học của ông là ""kẻ chẳng làm gì cả cho đến phút chót""...",http://vneconomy.vn/thoi-quen-xau-ty-phu-bill-gates-thua-nhan-da-tu-bo-de-thanh-cong-20180405150610065.htm
Từng thất bại 20 lần trước khi thành công với startup tỷ USD,07/04/2018 19:02,"Ứng dụng giao thực phẩm tươi Instacart là ""trái ngọt"" của doanh nhân Apoorva Mehta sau khi thất bại với 20 startup khác ...",http://vneconomy.vn/tung-that-bai-20-lan-truoc-khi-thanh-cong-voi-startup-ty-usd-20180405164400952.htm
Thị phần của Grab và Uber tại Việt Nam thấp hơn 30%?,07/04/2018 18:33,GrabTaxi cho rằng thị phần kết hợp của Grab và Uber trên thị trường liên quan tại Việt Nam được xác định thấp hơn 30%...,http://vneconomy.vn/thi-phan-cua-grab-va-uber-tai-viet-nam-thap-hon-30-20180407151332899.htm
"Mark Zuckerberg, Jack Ma mất bao lâu để từ triệu phú thành tỷ phú?",07/04/2018 11:39,"Trong top 25 người giàu nhất thế giới, có người chỉ mất 1 năm để từ triệu phú thành tỷ phú, trong khi có người mất tới 41 năm...",http://vneconomy.vn/mark-zuckerberg-jack-ma-mat-bao-lau-de-tu-trieu-phu-thanh-ty-phu-20180406114436214.htm
“Cứu sống một doanh nghiệp có khi còn tốt hơn tạo ra một doanh nghiệp mới”,05/04/2018 16:36,"Khi tái cấu trúc một doanh nghiệp ""xác sống"", cần cơ cấu cả về tài chính và con người mới có thể thành công...",http://vneconomy.vn/cuu-song-mot-doanh-nghiep-co-khi-con-tot-hon-tao-ra-mot-doanh-nghiep-moi-20180405162757469.htm
Dự án 20.000 tỷ và chuỗi sự kiện ra mắt đình đám,17/04/2018 14:47,FLC Quảng Bình xuất hiện với một loạt sự kiện đình đám mang đến thêm luồng sinh khí mới cho phân khúc bất động sản nghỉ dưỡng...,http://vneconomy.vn/du-an-20000-ty-va-chuoi-su-kien-ra-mat-dinh-dam-20180417144441105.htm
D’. Le Pont D’or Hoàng Cầu nhận giải “Dự án nhà ở đáng sống nhất”,17/04/2018 14:30,"D'. Le Pont D'or vừa được vinh danh trong hạng mục ""Khu nhà ở đáng sống nhất"" tại lễ trao giải - giải thưởng quốc gia bất động sản Việt Nam 2018...",http://vneconomy.vn/d-le-pont-dor-hoang-cau-nhan-giai-du-an-nha-o-dang-song-nhat-20180417111328153.htm
"Phú Long bán hết nhà phố, biệt thự Dragon Village trong 2 tiếng",17/04/2018 14:11,Buổi mở bán đợt hai dự án Dragon Village của nhà phát triển Phú Long đã diễn ra thành công với 100% sản phẩm đã có chủ sở hữu chỉ trong vòng 2 tiếng...,http://vneconomy.vn/phu-long-ban-het-nha-pho-biet-thu-dragon-village-trong-2-tieng-2018041710515362.htm
Capital House hợp tác với PwC Việt Nam triển khai giá trị cốt lõi,17/04/2018 10:08,"Dự án hợp tác giữa Capital House và PwC Việt Nam nhằm đưa 5 giá trị cốt lõi của Capital House ""Trí, Tín, Đồng, Tâm, Kiên"" trở thành nền tảng văn hóa làm việc quen thuộc...",http://vneconomy.vn/capital-house-hop-tac-voi-pwc-viet-nam-trien-khai-gia-tri-cot-loi-20180417093655919.htm
Lợi thế giúp bất động sản nghỉ dưỡng Nha Trang có sức hút hơn Đà Nẵng,17/04/2018 08:02,"Ngay trong quý 1/2018, thị trường bất động sản Nha Trang đã đón hàng loạt dự án được ra mắt...",http://vneconomy.vn/loi-the-giup-bat-dong-san-nghi-duong-nha-trang-co-suc-hut-hon-da-nang-20180416222752948.htm
"Cam kết tiêu chuẩn an toàn cao nhất, dự án Kenton Node có gì hấp dẫn?",17/04/2018 08:00,"Dự án Kenton Node Hotel Complex đạt tiêu chuẩn cao nhất về an toàn, có khả năng tự chữa cháy...",http://vneconomy.vn/cam-ket-tieu-chuan-an-toan-cao-nhat-du-an-kenton-node-co-gi-hap-dan-20180416183643463.htm
Bất động sản nghỉ dưỡng có thương hiệu hút nhà đầu tư,17/04/2018 08:00,"Đầu quý 2/2018, thị trường bất động sản nghỉ dưỡng tiếp tục ghi nhận lượng cung lớn với đa dạng các loại hình đầu tư...",http://vneconomy.vn/bat-dong-san-nghi-duong-co-thuong-hieu-hut-nha-dau-tu-20180416183124932.htm
Điều gì khiến dự án Golden Hills hút nhà đầu tư?,17/04/2018 08:00,"Ngoài yếu tố sinh thái, Golden Hills còn được đầu tư hạ tầng bài bản, pháp lý rõ ràng, lại có vị trí chiến lược trong khu vực ""tâm điểm"" phát triển của thành phố Đà Nẵng hiện nay...",http://vneconomy.vn/dieu-gi-khien-du-an-golden-hills-hut-nha-dau-tu-20180414102212791.htm
Có gì ở căn hộ Detox & Healthy đầu tiên tại Việt Nam?,17/04/2018 07:48,"Dòng sản phẩm này sở hữu không gian sống như resort, cùng những tiện ích có tác dụng phục hồi năng lượng và chăm sóc sắc đẹp...",http://vneconomy.vn/co-gi-o-can-ho-detox-healthy-dau-tien-tai-viet-nam-20180416195619713.htm
Thủ tướng chính thức kết luận phương án mở rộng Tân Sơn Nhất,16/04/2018 18:35,Xây dựng mới một nhà ga hành khách hiện đại tại khu vực phía Nam và chuẩn bị xây dựng ga hàng hóa tại khu vực sân golf cạnh sân bay Tân Sơn Nhất...,http://vneconomy.vn/thu-tuong-chinh-thuc-ket-luan-phuong-an-mo-rong-tan-son-nhat-20180416182625257.htm
"13 trường hợp được miễn, giảm thuế tài sản với nhà",16/04/2018 17:40,Bộ Tài chính đề cập đến 8 trường hợp được miễn thuế tài sản với nhà và 5 trường hợp được giảm 50% thuế...,http://vneconomy.vn/13-truong-hop-duoc-mien-giam-thue-tai-san-voi-nha-20180416171334744.htm
Đề xuất đánh thuế tài sản: “Tại sao là 700 triệu mà không phải 7 tỷ?”,16/04/2018 17:30,Chuyên gia kinh tế Phạm Chi Lan nêu quan điểm về dự thảo dự án Luật thuế tài sản mà Bộ Tài chính vừa công bố...,http://vneconomy.vn/de-xuat-danh-thue-tai-san-tai-sao-la-700-trieu-ma-khong-phai-7-ty-20180416173049791.htm
"Vượt xa dự báo, xuất siêu quý 1/2018 đạt gần 2,7 tỷ USD",11/04/2018 10:34,"Cán cân thương mại hàng hóa quý 1/2018 xuất siêu 2,7 tỷ USD...",http://vneconomy.vn/vuot-xa-du-bao-xuat-sieu-quy-1-2018-dat-gan-27-ty-usd-20180410173341407.htm
Chôm chôm Việt Nam rộng đường sang New Zealand,11/04/2018 10:07,Việt Nam hiện là quốc gia đầu tiên được phép xuất khẩu chôm chôm sang New Zealand. ...,http://vneconomy.vn/chom-chom-viet-nam-rong-duong-sang-new-zealand-20180410172139466.htm
Căng thẳng thương mại Mỹ - Trung: “Xuất khẩu Việt Nam có thể gặp khó”,10/04/2018 19:22,Việt Nam có thể sẽ bị xếp chung vào một nhóm với Trung Quốc và gặp phải nhiều khó khăn hơn trong việc cải thiện quy mô và chất lượng xuất khẩu của mình...,http://vneconomy.vn/cang-thang-thuong-mai-my-trung-xuat-khau-viet-nam-co-the-gap-kho-20180410174047081.htm
Hà Nội sẽ thí điểm vận hành chuỗi cửa hàng không người bán,10/04/2018 16:14,"Trong năm 2018, dự kiến sẽ xuất hiện chuỗi cửa hàng tự động, không có người bán hàng để phục vụ người dân Thủ đô...",http://vneconomy.vn/ha-noi-se-thi-diem-van-hanh-chuoi-cua-hang-khong-nguoi-ban-20180410161025309.htm
Xuất khẩu cao su quý 1: Lượng tăng nhưng kim ngạch giảm,09/04/2018 21:17,"Tháng 3/2018, xuất khẩu cao su ước đạt 90 nghìn tấn, trị giá đạt 136 triệu USD, tăng 37% về lượng nhưng giảm 1,3% về trị giá so với tháng 3/2017...",http://vneconomy.vn/xuat-khau-cao-su-quy-1-luong-tang-nhung-kim-ngach-giam-20180409085648567.htm
Xuất khẩu sản phẩm công nghiệp gặp khó,09/04/2018 16:45,"Một số ngành hàng công nghiệp sẽ gặp nhiều khó khăn do vấp phải hàng loạt chính sách phòng vệ thương mại của các nước và những bất cập của cơ chế, chính sách...",http://vneconomy.vn/xuat-khau-san-pham-cong-nghiep-gap-kho-2018040908514069.htm
"Jetstar Pacific liên tiếp đứng đầu về chậm, huỷ chuyến bay",09/04/2018 15:01,"Jetstar Pacific là hãng hàng không liên tiếp ""đội sổ"" trong bảng danh sách tình trạng chậm và huỷ chuyến...",http://vneconomy.vn/jetstar-pacific-lien-tiep-dung-dau-ve-cham-huy-chuyen-bay-20180409105021813.htm
Xuất khẩu rau quả Việt phụ thuộc vào Trung Quốc ngày càng lớn,09/04/2018 14:13,"Thị phần của các quốc gia nhập khẩu rau quả của Việt Nam nhiều nhất đều giảm, trừ Trung Quốc ...",http://vneconomy.vn/xuat-khau-rau-qua-viet-phu-thuoc-vao-trung-quoc-ngay-cang-lon-20180409131250633.htm
"Vingroup ""chào sân"" dược phẩm với thương hiệu Vinfa",09/04/2018 11:20,"Dự kiến, Trung tâm Nghiên cứu sản xuất thuốc Vinfa sẽ được khởi công trong quý 3/2018...",http://vneconomy.vn/vingroup-chao-san-duoc-pham-voi-thuong-hieu-vinfa-20180409112020039.htm
"Xử lý tài sản bất minh: Không thể ""suy đoán có tội""",11/04/2018 10:26,"Uỷ ban Thường vụ Quốc hội cho ý kiến về việc tiếp thu, chỉnh lý dự án Luật Phòng chống tham nhũng (sửa đổi)...",http://vneconomy.vn/xu-ly-tai-san-bat-minh-khong-the-suy-doan-co-toi-20180411094116649.htm
Cơ quan nào kiểm soát thu nhập người thuộc diện Bộ Chính trị quản lý?,11/04/2018 09:48,"Dự thảo Luật Phòng chống tham nhũng (sửa đổi) đã chỉnh sửa quy định về  cơ quan, đơn vị kiểm soát tài sản, thu nhập của nhóm đối tượng thuộc diện Bộ Chính trị, Ban Bí thư quản lý...",http://vneconomy.vn/co-quan-nao-kiem-soat-thu-nhap-nguoi-thuoc-dien-bo-chinh-tri-quan-ly-20180411093802477.htm
"Phó thủ tướng: Quy hoạch vẫn còn tồn tại tư duy vẽ dự án, dưới lên trên xin",10/04/2018 23:14,"Hai năm qua Bộ Kế hoạch và Đầu tư có nhiều nỗ lực đổi mới, tư duy lãnh đạo bộ mới nhưng truyền tải xuống dưới lãnh đạo thuộc bộ vẫn còn khoảng cách...",http://vneconomy.vn/pho-thu-tuong-quy-hoach-van-con-ton-tai-tu-duy-ve-du-an-duoi-len-tren-xin-20180410125520003.htm
Vụ vỡ đường dây tiền ảo 15.000 tỷ: Vì sao người nổi tiếng bị lôi vào cuộc?,10/04/2018 23:08,"Ca sĩ Lệ Quyên khẳng định chưa bao giờ có bất kỳ một hợp đồng, thỏa thuận nào với công ty Modern Tech...",http://vneconomy.vn/vu-vo-duong-day-tien-ao-15000-ty-vi-sao-nguoi-noi-tieng-bi-loi-vao-cuoc-20180410112831471.htm
Xử lý tài sản bất minh: Phương án nào khả thi?,10/04/2018 22:28,"Chính phủ đề xuất hai phương án trong xử lý tài sản, thu nhập kê khai không trung thực, tăng thêm mà không được giải trình một cách hợp lý...",http://vneconomy.vn/xu-ly-tai-san-bat-minh-phuong-an-nao-kha-thi-20180410184829453.htm
Căng thẳng thương mại Mỹ - Trung: “Xuất khẩu Việt Nam có thể gặp khó”,10/04/2018 19:22,Việt Nam có thể sẽ bị xếp chung vào một nhóm với Trung Quốc và gặp phải nhiều khó khăn hơn trong việc cải thiện quy mô và chất lượng xuất khẩu của mình...,http://vneconomy.vn/cang-thang-thuong-mai-my-trung-xuat-khau-viet-nam-co-the-gap-kho-20180410174047081.htm
Đồng ý trình Quốc hội Luật Cảnh sát biển Việt Nam,10/04/2018 19:18,"Theo Chính phủ, việc xây dựng Luật Cảnh sát biển Việt Nam là cấp bách...",http://vneconomy.vn/dong-y-trinh-quoc-hoi-luat-canh-sat-bien-viet-nam-20180410171340967.htm
