title,time,init,link,paraContainKeyword
Những định hướng chiến lược của Công ty T&T Hospitality,26/03/2018 09:30,Ông Carl Johan Lindholm - Tổng giám đốc T&T Hospitality nói về những chiến lược phát triển của công ty trong thời gian tới...,http://vneconomy.vn/nhung-dinh-huong-chien-luoc-cua-cong-ty-tt-hospitality-20180323160428343.htm,"Để cho Thiên đường Khách sạn Nghỉ dưỡng tại Việt Nam được biết đến rộng rãi trên thị trường du lịch thế giới, tôi tin rằng đó không chỉ là về hình thức hay địa điểm của khách sạn, mà đó thực sự còn là cảm nhận của khách hàng về chuyến đi của họ từ lúc họ đặt phòng cho tới khi họ trả phòng. Phần lớn các khách hàng ngày nay rất khó tính và chú ý tới từng chi tiết vì những ý kiến và bình luận của họ trên mạng xã hội sẽ dễ dàng được truyền tải tới mọi người."
Startup của CEO gốc Việt được quỹ ngoại rót 57 tỷ đồng,26/03/2018 23:42,"Luxstay là một startup đến từ Singapore, do Steven Nguyễn, một người Việt đồng sáng lập và là CEO...",http://vneconomy.vn/startup-cua-ceo-goc-viet-duoc-quy-ngoai-rot-57-ty-dong-20180326152749249.htm,"Với nguồn cung dồi dào từ thị trường bất động sản, hình thức kinh doanh này sẽ hứa hẹn sẽ bùng nổ và trở nên phổ biến trong trong 1 đến 2 năm tới. "
Phát triển du lịch vùng Tây Nam Bộ thích ứng biến đổi khí hậu,28/03/2018 16:15,"Với vai trò là trung tâm, động lực thúc đẩy phát triển của cả khu vực đồng bằng sông Cửu Long, thành phố Cần Thơ đã sớm quy hoạch, phát triển theo quan điểm ""đô thị thích ứng biến đổi khí hậu""...",http://vneconomy.vn/phat-trien-du-lich-vung-tay-nam-bo-thich-ung-bien-doi-khi-hau-20180328155216498.htm,"Cần Thơ nói riêng, đồng bằng sông Cửu Long nói chung là một thị trường du lịch tiềm năng do sở hữu nhiều cảnh quan sinh thái, tài nguyên thiên nhiên phong phú, hội tụ tinh hoa lịch sử và di sản văn hóa truyền thống đặc sắc, được đánh giá là điểm đến lý tưởng cho loại hình du lịch sinh thái, du lịch nghỉ dưỡng, du lịch khám phá,…"
"Cổ phiếu tăng mạnh, trùm sòng bạc Macau ""bỏ túi"" 12 tỷ USD",29/03/2018 18:08,"Tỷ phú Che-Woo Lui hiện là người giàu thứ 3 tại Hồng Kông và giàu thứ 12 châu Á với tài sản 18,2 tỷ USD...",http://vneconomy.vn/co-phieu-tang-manh-trum-song-bac-macau-bo-tui-12-ty-usd-20180329111844494.htm,"Các nhà phân tích của Union Gaming Securities Asia, Goldman  Sachs Group và Macquarie Bank đều dự báo cổ phiếu Galaxy sẽ sớm vượt kỷ lục, đồng thời cho rằng việc công ty tập trung đầu tư vào thị trường  sòng bạc đại chúng sẽ sớm mang lại thành quả. Hiện đây là một trong 4 cổ phiếu tăng mạnh nhất của chỉ số Hang Seng Hồng Kông."
Startup được định giá hơn 200 triệu USD nhờ buôn đồ xa xỉ đã qua sử dụng,30/03/2018 15:56,"Năm ngoái, công ty này đạt lợi nhuận gần 11 triệu USD trên tổng doanh thu hơn 210 triệu USD. ...",http://vneconomy.vn/startup-duoc-dinh-gia-hon-200-trieu-usd-nho-buon-do-xa-xi-da-qua-su-dung-20180329102600448.htm,"Theo Bloomberg, trong bối cảnh ngành công nghiệp buôn đồ xa xỉ đã qua sử dụng (second-hand) phát triển mạnh tại Nhật Bản, việc xây dựng kho hàng lại gặp nhiều khó khăn, thì mô hình của Sou nhanh chóng tìm được thị trường và phát triển mạnh."
Nữ tỷ phú Alibaba được điều về lãnh đạo Lazada là ai?,31/03/2018 07:07,"Xuất thân là giáo viên, bà Peng từng giữ vị trí được trả lương 500 Nhân dân tệ một tháng trước khi lên hàng ngũ lãnh đạo Alibaba và trở thành tỷ phú...",http://vneconomy.vn/nu-ty-phu-alibaba-duoc-dieu-ve-lanh-dao-lazada-la-ai-20180330110923173.htm,Bà Peng sẽ thay thế vị trí của ông Max Bittner giúp Lazada mở rộng thị trường tại Đông Nam Á trong bối cảnh hãng thương mại điện tử Amazon của Mỹ và đối thủ Trung Quốc JD.com đang tấn công khu vực này.
Thủ tướng yêu cầu loạt bộ ngành cùng quản chặt tiền ảo,11/04/2018 23:35,Thủ tướng yêu cầu tăng cường quản lý các hoạt động liên quan tới Bitcoin và các loại tiền ảo tương tự khác...,http://vneconomy.vn/thu-tuong-yeu-cau-loat-bo-nganh-cung-quan-chat-tien-ao-201804111747057.htm,"Hoạt động đầu tư, mua bán tiền ảo, huy động vốn qua phát hành tiền ảo (ICO), đặc biệt là hoạt động sử dụng tiền ảo để huy động vốn theo phương thức đa cấp ngày càng diễn biến phức tạp, có nguy cơ ảnh hưởng đến sự ổn định của thị trường tài chính, trật tự an toàn xã hội và có thể gây rủi ro rất lớn đối với tổ chức, cá nhân tham gia."
"12 dự án yếu kém ngành công thương vẫn đình trệ, thua lỗ",12/04/2018 06:14,"Chính phủ đánh giá kết quả thực hành tiết kiệm, chống lãng phí trong năm 2017...",http://vneconomy.vn/12-du-an-yeu-kem-nganh-cong-thuong-van-dinh-tre-thua-lo-20180411200557345.htm,"Theo đánh giá của Chính phủ thì công tác thoái vốn nhà nước được triển khai thực hiện với nhiều chính sách, giải pháp mang tính đột phá như tăng cường công khai minh bạch, để thị trường định giá cổ phiếu, đã góp phần hạn chế thất thoát, lãng phí vốn, đảm bảo lợi ích cho Nhà nước. Tổng thu từ cổ phần hóa doanh nghiệp Nhà nước, thoái vốn nhà nước nộp vào ngân sách năm 2017 là trên 144.577 tỷ đồng, gấp 2,41 lần so với chỉ tiêu Quốc hội giao."
Ngân hàng Nhà nước không thừa nhận tiền ảo,12/04/2018 10:01,Ngân hàng Nhà nước cho rằng Bitcoin và các loại tiền ảo tương tự khác không phải là tiền tệ và phương thức thanh toán hợp pháp tại Việt Nam...,http://vneconomy.vn/ngan-hang-nha-nuoc-khong-thua-nhan-tien-ao-20180412065601871.htm,"Văn phòng Chính phủ cho biết, hiện trên thị trường có rất nhiều loại tiền ảo nhưng phát triển mạnh nhất gần đây là Bitcoin. Tuy chưa được pháp luật công nhận, tiền ảo này vẫn được các cá nhân, tổ chức ở Việt Nam đầu cơ hoặc ""đào""."
"Chính phủ quyết cắt giảm đến 50% xe công, 100% kinh phí khởi công, khánh thành",12/04/2018 10:14,"Chính phủ đặt chỉ tiêu cắt giảm 100% việc tổ chức lễ động thổ, lễ khởi công, khánh thành các công trình xây dựng cơ bản, trừ các công trình quan trọng quốc gia...",http://vneconomy.vn/chinh-phu-quyet-cat-giam-den-50-xe-cong-100-kinh-phi-khoi-cong-khanh-thanh-20180412085040604.htm,"Trong kế hoạch tiết kiệm của Chính phủ, các doanh nghiệp nhà nước được yêu cầu thực hiện triệt để tiết kiệm năng lượng, vật tư, chi phí đầu vào; ứng dụng công nghệ mới để nâng cao chất lượng, sức cạnh tranh của hàng hóa. Thực hiện công khai, minh bạch theo cơ chế thị trường và quy định của pháp luật trong cổ phần hóa và thoái vốn, không để xảy ra tiêu cực, lợi ích nhóm, thất thoát vốn, tài sản nhà nước. Rà soát, xử lý dứt điểm tồn tại, yếu kém của doanh nghiệp nhà nước và doanh nghiệp có vốn nhà nước; kiên quyết xử lý các doanh nghiệp thua lỗ, các dự án đầu tư không hiệu quả, hiệu quả thấp theo cơ chế thị trường và xác định rõ trách nhiệm của từng đơn vị, cá nhân liên quan; phấn đấu xử lý căn bản các tồn tại, yếu kém của 12 dự án chậm tiến độ, doanh nghiệp kém hiệu quả thuộc ngành công thương và tiếp tục rà soát đối với các dự án, doanh nghiệp khác. Chủ động đổi mới, áp dụng công nghệ mới, cải tiến quy trình sản xuất, quản lý."
"“Doanh nghiệp Hàn Quốc ở Việt Nam cần tuyển lao động nhiều ngành, lương cao”",02/04/2018 09:39,Việt Nam và Hàn Quốc vừa ký kết nhiều văn kiện hợp tác nhằm tăng cường hợp tác kinh tế thương mại giữa hai bên ngay tại chuyến thăm Việt Nam của Tổng thống Hàn Quốc...,http://vneconomy.vn/doanh-nghiep-han-quoc-o-viet-nam-can-tuyen-lao-dong-nhieu-nganh-luong-cao-20180402080915058.htm,"Hiện chúng tôi biết đang có rất nhiều doanh nghiệp Hàn Quốc trong lĩnh vực công nghệ sản xuất đang thăm dò thị trường và sẽ mở công ty tại Việt Nam trong vòng hai năm tới. Bên cạnh đó, nhiều thương hiệu lớn khác cũng đang lên  kế hoạch nội địa hóa, mở rộng qui mô trong thời gian tới."
"“Quyết đấu”, doanh nghiệp Việt muốn định hình lại thị trường bán lẻ",02/04/2018 16:45,"Doanh nghiệp Việt đang ngày càng cho thấy sự tăng trưởng mạnh mẽ, cạnh tranh trực tiếp với các doanh nghiệp đa quốc gia...",http://vneconomy.vn/quyet-dau-doanh-nghiep-viet-muon-dinh-hinh-lai-thi-truong-ban-le-20180402153734203.htm,"Đó là nhận định của Công ty Nielsen Việt Nam trong  nghiên cứu mới nhất về thị trường bán lẻ, đặc biệt là thị trường tiêu dùng  nhanh."
Giá dầu thế giới giảm mạnh nhất 7 tuần,03/04/2018 11:31,Xu hướng giảm điểm mạnh thời gian gần đây của thị trường chứng khoán Mỹ đã gây áp lực giảm không nhỏ lên giá dầu...,http://vneconomy.vn/gia-dau-the-gioi-giam-manh-nhat-7-tuan-20180403110812966.htm,"Lúc 10h30 trưa nay theo giờ Việt Nam, giá dầu thô WTI giao sau tại thị trường New York tăng 0,14 USD/thùng so với đóng cửa phiên hôm qua, đứng ở 63,15 USD/thùng. Giá dầu Brent giao sau tại London tăng 0,16 USD/thùng, lên mức 67,8 USD/thùng."
"Quý 1, Việt Nam xuất khẩu điều đạt 739 triệu USD",03/04/2018 18:30,"Khối lượng xuất khẩu hạt điều 3 tháng đầu năm 2018 ước đạt 73 ngàn tấn và 739 triệu USD, tăng 31% về lượng và tăng 43,6% về giá trị so với cùng kỳ năm 2017...",http://vneconomy.vn/quy-1-viet-nam-xuat-khau-dieu-dat-739-trieu-usd-20180403154604259.htm,"Hoa Kỳ, Trung Quốc và Hà Lan vẫn duy trì là 3 thị trường nhập khẩu điều lớn nhất của Việt Nam, chiếm thị phần lần lượt là 30,5%, 16,8% và 14,3% tổng giá trị xuất khẩu hạt điều. Ngoại trừ thị trường Australia, xuất khẩu hạt điều giảm (giảm 13,9% về lượng và giảm 7,1% về giá trị), các thị còn lại đều tăng mạnh."
Việt Nam đứng thứ 2 thế giới về xuất khẩu giày dép,03/04/2018 11:49,"Năm 2017, Việt Nam đã xuất khẩu 1,02 tỷ đôi giày dép các loại, tiếp tục giữ vị trí thứ hai trong nhóm 10 nước xuất khẩu giày dép lớn nhất thế giới...",http://vneconomy.vn/viet-nam-dung-thu-2-the-gioi-ve-xuat-khau-giay-dep-20180403110211901.htm,"Tính đến cuối năm 2017, Việt Nam có tất cả 863 doanh  nghiệp xuất khẩu giày dép các loại ra thị trường thế giới, tăng 15% so với năm  2016."
"Uber-Grab sáp nhập, quyền lợi người tiêu dùng có ảnh hưởng?",04/04/2018 13:43,"Cạnh tranh là quy luật của thị trường, doanh nghiệp nào hoạt động phù hợp với xu thế của thời đại thì sẽ thắng...",http://vneconomy.vn/uber-grab-sap-nhap-quyen-loi-nguoi-tieu-dung-co-anh-huong-20180404130316384.htm,"Sau gần 4 năm cạnh tranh quyết liệt, cuối cùng Uber  đã rời khỏi thị trường Việt Nam bằng việc ""bán mình"" cho Grab. Sự sáp nhập giữa hai ông lớn trong ngành vận tải hành khách khiến  không ít người lo ngại vấn đề độc quyền, tăng giá từ đó ảnh hưởng đến quyền lợi  người tiêu dùng Việt."
Bộ Nông nghiệp: Mỹ áp thuế chống bán phá giá lên cá tra là phi lý,04/04/2018 15:14,Bộ Nông nghiệp và Phát triển Nông thôn chính thức đưa ra quan điểm sau khi Mỹ phán quyết tăng thuế lên cá tra Việt Nam...,http://vneconomy.vn/bo-nong-nghiep-my-ap-thue-chong-ban-pha-gia-len-ca-tra-la-phi-ly-20180404115253027.htm,"Đối với thị trường EU, Thứ trưởng Tuấn cho biết, hiện nay, Bộ đang phối hợp với các địa phương hướng dẫn ngư dân thực hiện nghiêm quy định về đánh bắt và truy suất nguồn gốc thủy sản, sớm giải quyết vấn đề áp ""thẻ vàng"" của EU."
Giá xăng có thể tăng vào ngày 7/4,06/04/2018 19:26,"Theo chu kỳ, ngày mai (7/4) sẽ đến kỳ điều hành giá xăng dầu mới của liên Bộ Tài Chính - Công Thương...",http://vneconomy.vn/gia-xang-co-the-tang-vao-ngay-7-4-20180406174937769.htm,"Theo dữ liệu cập nhật, giá xăng trên thị trường Singapore ngày 5/4 được giao bán ở mức 77,6 USD/thùng, cao hơn so với giá bình quân trong chu kỳ 15 ngày trước đó khoảng 4,5 USD/thùng.  "
"Go-Viet, ứng dụng được hậu thuẫn bởi Go-Jek sắp gia nhập thị trường?",07/04/2018 07:06,Ứng dụng gọi xe Go-Viet đã bắt đầu những hoạt động đầu tiên thâm nhập thị trường Việt Nam...,http://vneconomy.vn/go-viet-ung-dung-duoc-hau-thuan-boi-go-jek-sap-gia-nhap-thi-truong-20180406205352202.htm,Dự kiến Việt Nam sẽ là thị trường chiến lược đầu tiên của Go-Jek khi vươn mình ra Đông Nam Á và Go-Viet là công ty được Go-Jek lựa chọn và chuyển giao công nghệ cũng như đầu tư mạnh về mặt tài chính để hoạt động.
Xăng dầu đồng loạt tăng sau hai lần giữ giá,07/04/2018 18:20,Giá các mặt hàng xăng dầu tăng từ 425 đồng - 640 đồng/lít/kg...,http://vneconomy.vn/xang-dau-dong-loat-tang-sau-hai-lan-giu-gia-20180407144943909.htm,"Như vậy, giá bán các mặt hàng xăng dầu tiêu dùng phổ biến trên thị trường được áp dụng như sau: Xăng E5 RON92: không cao hơn 18.932 đồng/lít; Dầu diesel 0.05S: không cao hơn 16.354 đồng/lít; Dầu hỏa: không cao hơn 15.081 đồng/lít; Dầu mazut 180CST 3.5S: không cao hơn 12.953 đồng/kg."
"Chung cư sắp bàn giao, tiện ích đồng bộ đang hút khách",12/04/2018 09:53,Việc chọn mua căn hộ tại những dự án đang bàn giao được coi là lựa chọn an toàn hơn cho người mua nhà...,http://vneconomy.vn/chung-cu-sap-ban-giao-tien-ich-dong-bo-dang-hut-khach-20180412080851401.htm,"Quý 1/2018 thị trường bất động sản tại Thủ đô trở nên nhộn nhịp với hàng loạt dự án mới ra mắt. Tuy nhiên, thực tế có không ít khách hàng tỏ ra lo ngại khi đưa ra quyết định mua nhà tại các dự án chưa được xây dựng xong bởi không được tận mắt kiểm chứng hệ thống tiện ích và cảnh quan tại các dự án này."
"Phòng cháy thành ""vũ khí"" cạnh tranh mới của các dự án chung cư",12/04/2018 10:41,Vụ cháy chung cư Carina Plaza tại Tp.HCM mới đây sẽ ảnh hưởng không nhỏ đến tâm lý của người mua nhà...,http://vneconomy.vn/phong-chay-thanh-vu-khi-canh-tranh-moi-cua-cac-du-an-chung-cu-20180412084053448.htm,"Tại các cuộc hội thảo, họp báo về thị trường bất động sản gần đây, hầu hết chuyên gia đều nhận định, vụ cháy chung cư Carina Plaza tại Tp.HCM mới đây sẽ ảnh hưởng không nhỏ đến tâm lý của người mua nhà. "
Địa ốc Hà Nội và Tp.HCM giảm cả giá lẫn thanh khoản,12/04/2018 10:38,Thanh khoản và giá bán nhà đất tại Hà Nội và Tp.HCM bất ngờ sụt giảm trong 3 tháng đầu năm nay...,http://vneconomy.vn/dia-oc-ha-noi-va-tphcm-giam-ca-gia-lan-thanh-khoan-20180412064448167.htm,"Báo cáo khảo sát thị trường bất động sản Hà Nội quý 1/2018 do Savills công bố ngày 11/4, cho thấy 3 tháng đầu năm kinh tế Thủ đô và cả nước tăng trưởng khá. GDP đạt cao nhất trong 10 năm qua, vốn nước ngoài, kiều hồi đổ về khá mạnh. Tuy nhiên, những điều đó cũng chưa giúp thị trường bất động sản Hà Nội khởi sắc."
Dragon Fairy Nha Trang: Dòng căn hộ Hometel tiên phong tại Việt Nam,12/04/2018 08:00,"Tài sản sở hữu vĩnh viễn, kênh đầu tư sinh lợi cao và ngôi nhà thứ hai lý tưởng là những thế mạnh tạo nên sức bật lớn cho Dragon Fairy trên thị trường bất động sản nghỉ dưỡng...",http://vneconomy.vn/dragon-fairy-nha-trang-dong-can-ho-hometel-tien-phong-tai-viet-nam-20180411222708384.htm,"Đây cũng chính là ưu điểm nhất giúp Dragon Fairy trở thành một trong những dự án bất động sản nghỉ dưỡng ""đáng gườm"" trên thị trường địa ốc thời gian tới."
"Thanh tra và xử nghiêm vi phạm đất đai tại Phú Quốc, Vân Đồn, Vân Phong",12/04/2018 14:44,"Bộ Xây dựng đề nghị tổ chức thanh tra và xử lý nghiêm các trường hợp vi phạm pháp luật về đất đai, pháp luật về kinh doanh bất động sản và pháp luật có liên quan theo thẩm quyền...",http://vneconomy.vn/thanh-tra-va-xu-nghiem-vi-pham-dat-dai-tai-phu-quoc-van-don-van-phong-20180412143943717.htm,"Bộ Xây dựng nhận định, thời gian vừa qua, báo chí có phản ánh việc xuất hiện tình trạng một số nhà đầu tư cá nhân chuyển nhượng quyền sử dụng đất rừng, đất nông nghiệp; chuyển đổi mục đích sử dụng đất trái quy định pháp luật, có hiện tượng giá đất nền tăng cao trong thời gian ngắn tại khu vực Phú Quốc (Kiên Giang), Vân Đồn (Quảng Ninh), Vân Phong (Khánh Hòa), làm ảnh hưởng đến sự phát triển bền vững của thị trường bất động sản."
"Du lịch Quy Nhơn phát triển, thị trường bất động sản thêm sức hút",12/04/2018 14:23,Đóng góp chung vào sự sôi động vốn có của thị trường cũng như tạo tiền đề để Quy Nhơn đón đầu xu hướng là sự ra đời dự án khu đô thị An Nhơn Green Park...,http://vneconomy.vn/du-lich-quy-nhon-phat-trien-thi-truong-bat-dong-san-them-suc-hut-20180412114913311.htm,"Tiềm năng phát triển du lịch của Quy Nhơn là rất lớn, kèm theo đó là sự sôi động của thị trường bất động sản. Vài năm trở lại đây, có thể dễ dàng nhận thấy rằng, nhiều ông lớn của thị trường bất động sản đã và đang khởi động những dự án siêu khủng tại vùng đất tiềm năng này. Có thể kể đến như FLC với các dự án nằm trong tổ hợp FLC Quy Nhơn (FLC Sea Tower, The Coastal Hill), TMS với TMS Luxury & Residences…"
Mở bán đợt hai đô thị Dragon Village khu Đông Sài Gòn,12/04/2018 16:20,"Ngày 14/4 tới đây, Công ty Phú Long sẽ tổ chức sự kiện ""Hành trình trải nghiệm giá trị sống tại Dragon City và mở bán đợt 2 khu đô thị Dragon Village""...",http://vneconomy.vn/mo-ban-dot-hai-do-thi-dragon-village-khu-dong-sai-gon-20180412081414557.htm,"Dragon Village là dự án đầu tiên đánh dấu sự gia nhập của Phú Long vào thị trường khu Đông - khu vực đang có tốc độ phát triển nhanh, năng động bậc nhất thành phố. Dự án dự kiến bắt đầu bàn giao nhà vào cuối năm 2018."
Hải Phát Land lọt Top 3 sàn giao dịch bất động sản xuất sắc,15/04/2018 15:42,Hải Phát Land vừa lọt vào Top 3 sàn giao dịch bất động sản xuất sắc nhất tại lễ trao giải bất động sản Việt Nam 2018...,http://vneconomy.vn/hai-phat-land-lot-top-3-san-giao-dich-bat-dong-san-xuat-sac-20180415112956213.htm,"Đặc biệt, năm 2017, công ty mở rộng kinh doanh các thị trường chiến lược như Bắc Ninh, Hà Nam ở phân khúc đất nền. Tỷ lệ giao dịch sản phẩm đất nền của Hải Phát Land chiếm tới 52% tổng lượng giao dịch."
Hơn 60 đại lý tại miền Nam tìm kiếm cơ hội hợp tác cùng Tập đoàn FLC,16/04/2018 09:50,"Đây là sự kiện đánh dấu chiến lược Nam tiến quy mô, bài bản và toàn diện của Tập đoàn FLC...",http://vneconomy.vn/hon-60-dai-ly-tai-mien-nam-tim-kiem-co-hoi-hop-tac-cung-tap-doan-flc-2018041609481729.htm,"Đây là sự kiện đánh dấu chiến lược Nam tiến quy mô, bài bản và toàn diện của Tập đoàn FLC tại thị trường bất động sản được đánh giá là lớn nhất cả nước."
Dự án tỷ “đô” đổ bộ Quảng Bình,16/04/2018 11:05,Lần đầu ra mắt FLC Quảng Bình đã thu hút sự tham dự của các đại lý phân phối kinh doanh bất động sản trên toàn quốc cùng gần 1.000 khách hàng và nhà đầu tư...,http://vneconomy.vn/du-an-ty-do-do-bo-quang-binh-20180416110030447.htm,"""Với lợi thế từ quỹ đất lớn đến tiềm lực tài chính dồi dào của chủ đầu tư, việc FLC Quảng Bình đang tạo sức hút tại thị trường miền Trung có lẽ không có gì là quá bất ngờ. Cá nhân tôi thực sự bị hấp dẫn bởi kiến trúc và vị trí của những sản phẩm shophouse tại dự án và đã đăng ký đặt cọc 2 tại đây"", anh Trần Tuấn Đạt, một nhà đầu tư Đồng Hới chia sẻ tại lễ giới thiệu."
"HoREA: Đánh thuế tài sản nhà 700 triệu khiến ""thuế chồng thuế""",16/04/2018 13:25,Hiệp hội Bất động sản Tp.HCM cho rằng Luật Thuế tài sản nếu được ban hành sẽ xảy ra tình trạng thuế chồng thuế...,http://vneconomy.vn/horea-danh-thue-tai-san-nha-700-trieu-khien-thue-chong-thue-20180416130818807.htm,"Thuế suất này được tính trên bảng giá đất do Ủy ban nhân dân cấp tỉnh ban hành, được điều chỉnh hàng năm phù hợp với giá thị trường, để đảm bảo tính minh bạch, loại trừ cơ chế xin-cho;, để giảm mức thu tiền sử dụng đất rất nặng hiện nay về mức hợp lý hơn."
Sếp doanh nghiệp nêu “bí quyết” tăng lương để tăng năng suất lao động,14/04/2018 00:22,"Doanh nghiệp ứng xử thế nào với câu chuyện tăng lương, tăng năng suất lao động?...",http://vneconomy.vn/sep-doanh-nghiep-neu-bi-quyet-tang-luong-de-tang-nang-suat-lao-dong-20180414002248355.htm,"Tương tự, với bộ phận quản lý, CEO của Sunhouse cũng đưa ra mức lương cứng theo cơ chế thị trường. Tức là mỗi cấp bậc sẽ có một mức lương trần và không được vượt, còn lại sẽ trích quỹ khen thưởng."
Top 10 Thương hiệu Mạnh phát triển uy tín năm 2017,14/04/2018 14:58,10 doanh nghiệp phát triển uy tín năm 2017 do Thời báo Kinh tế Việt Nam bình chọn được công bố ngày 14/4/2018 tại Hà Nội...,http://vneconomy.vn/top-10-thuong-hieu-manh-phat-trien-uy-tin-nam-2017-20180414134515368.htm,"Với phương châm ""Nói được làm được"", uy tín trong các giao kết với đối tác, khách hàng, chất lượng trong từng sản phẩm, thương hiệu Hưng Lộc Phát giờ đây không chỉ được biết đến rộng rãi ở thị trường trong nước mà còn vươn ra thế giới."
Top 10 doanh nghiệp Rồng Vàng tăng trưởng bền vững tại Việt Nam,14/04/2018 15:01,Hành trình 30 năm Việt Nam thu hút đầu tư nước ngoài đã ghi nhận sự nỗ lực và đóng góp đáng kể của cộng đồng doanh nghiệp FDI tại Việt Nam...,http://vneconomy.vn/top-10-doanh-nghiep-rong-vang-tang-truong-ben-vung-tai-viet-nam-20180414143740854.htm,"Được thành lập năm 1997, Zamil Việt Nam là liên doanh giữa Tập đoàn công nghiệp đầu tư Zamil và tập đoàn MITSUI.  Công ty chuyên  thiết kế, chế tạo và cung cấp nhà thép tiền chế & thép kết cấu tại thị trường Việt Nam và Đông Nam Á."
Bộ Công Thương quyết định điều tra thương vụ Grab thâu tóm Uber,14/04/2018 10:50,"Căn cứ quy định hiện hành, Cục Cạnh tranh và Bảo vệ người tiêu dùng quyết định tiến hành điều tra sơ bộ vụ Grab thâu tóm Uber tại thị trường Việt Nam...",http://vneconomy.vn/bo-cong-thuong-quyet-dinh-dieu-tra-thuong-vu-grab-thau-tom-uber-2018041317472379.htm,"Cục Cạnh tranh và Bảo vệ người tiêu dùng cho biết, ngày 8/4, Uber đã chính thức chấm dứt hoạt động của ứng dụng Uber tại Việt Nam và hiện tại Văn phòng Uber Việt Nam cũng đã đóng cửa. Như vậy, giao dịch tập trung kinh tế giữa Grab và Uber đã chính thức hoàn tất tại thị trường Việt Nam."
Top những doanh nghiệp Việt tăng trưởng bền vững năm 2017,15/04/2018 08:48,"Thời báo Kinh tế Việt Nam tổ chức Chương trình Liên hoan các Doanh nghiệp Rồng Vàng;Thương hiệu Mạnh Việt Nam 2017 - 2018 với chủ đề ""Kết nối thịnh vượng, tăng trưởng bền vững""...",http://vneconomy.vn/top-nhung-doanh-nghiep-viet-tang-truong-ben-vung-nam-2017-20180414154658088.htm,"Với mong muốn đem đến cho thị trường những sản phẩm - dịch vụ theo tiêu chuẩn quốc tế và những trải nghiệm hoàn toàn mới về phong cách sống hiện đại, ở bất cứ lĩnh vực nào Vingroup cũng chứng tỏ vai trò tiên phong, dẫn dắt sự thay đổi xu hướng tiêu dùng. Vingroup đã làm nên những điều kỳ diệu để tôn vinh thương hiệu Việt và tự hào là một trong những Tập đoàn kinh tế tư nhân hàng đầu Việt Nam."
Mô hình Hybrid: Làn gió mới của hàng không thế giới,16/04/2018 16:05,"Cùng với việc ký kết hợp đồng thỏa thuận mua 24 máy bay A321NEO với Airbus, hãng hàng không Bamboo Airways tuyên bố đi theo mô hình Hybrid...",http://vneconomy.vn/mo-hinh-hybrid-lan-gio-moi-cua-hang-khong-the-gioi-20180416153744508.htm,Diễn biến mới trên thị trường hàng không Việt Nam có nhiều tương tự so với hàng không thế giới.
"Chứng khoán sáng 16/4: Trụ quá yếu, VN-Index không giữ được 1150 điểm",16/04/2018 12:28,Áp lực bán giá thấp duy trì trọn phiên sáng đẩy đa số cổ phiếu giảm và thanh khoản rất đuối. Hầu như chỉ có MSN và SAB là cố gắng nâng đỡ chỉ số...,http://vneconomy.vn/chung-khoan-sang-16-4-tru-qua-yeu-vn-index-khong-giu-duoc-1150-diem-20180416120150119.htm,Diễn biến thị trường trong nửa sau của phiên sáng đã rơi vào  tình thế đi ngang rất chậm. Các chỉ số dao động hẹp lại. VN-Index trong 30 phút  cuối phiên biến động không tới 1 điểm.
"HOSE loại bỏ cổ phiếu VHG thuộc VNSmall và VNAllshare, VNX Allshare",16/04/2018 14:00,HOSE thông báo cổ phiếu VHG của Công ty Cổ phần Đầu tư Cao su Quảng Nam bị loại bỏ khỏi rổ chỉ số VNSmall và VNAllshare từ ngày 19/4/2018...,http://vneconomy.vn/hose-loai-bo-co-phieu-vhg-thuoc-vnsmall-va-vnallshare-vnx-allshare-20180416135111306.htm,"Ngày 28/3/2018, HOSE nhận được Báo cáo tài chính kiểm toán năm 2017 của Công ty và đã CBTT ra thị trường. Theo đó, lợi nhuận sau thuế trên Báo cáo tài chính hợp nhất là -47,2 tỷ đồng, lợi nhuận sau thuế chưa phân phối tại ngày 31/12/2017 là –57,1 tỷ đồng. Như vậy, công ty chưa khắc phục nguyên nhân rơi vào diện kiểm soát. Theo đó, HOSE tiếp tục giữ nguyên diện kiểm soát đối với cổ phiếu PIT, việc xem xét hướng xử lý tiếp theo đối với cổ phiếu PIT sẽ căn cứ vào Báo cáo tài chính Hợp nhất soát xét bán niên 2018 của công ty."
Vượt 37 triệu đồng/lượng nhưng giá vàng miếng đang rẻ hơn thế giới,12/04/2018 14:25,"Trong bối cảnh căng thẳng gia tăng ở Trung Đông, nhiều nhà đầu tư đã mua vàng để tìm kiếm sự an toàn...",http://vneconomy.vn/vuot-37-trieu-dong-luong-nhung-gia-vang-mieng-dang-re-hon-the-gioi-20180412113239233.htm,"Lúc gần 11h trưa nay, Tập đoàn DOJI niêm yết giá vàng SJC cho thị trường Hà Nội ở mức 36,9 triệu đồng/lượng (mua vào) và 37 triệu đồng/lượng (bán ra). So với cuối giờ giao dịch hôm qua, giá vàng miếng SJC tại doanh nghiệp này hiện tăng 100.000 đồng/lượng ở chiều mua vào và tăng 120.000 đồng/lượng ở chiều bán ra."
